College_Name,State,Fees,Rating
St. Thomas College of Engineering and Technology - [STCET],Unknown,Unknown,8.4
St. Thomas College of Engineering and Technology- [STC],Unknown,Unknown,8.3
St.Joseph's Institute of Technology - [SJIT],Unknown,Unknown,9.3
Starex University,Unknown,Unknown,8.7
State Institute Of Engineering & Technology,Unknown,Unknown,3.2
"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]",Unknown,Unknown,7.6
Symbiosis Institute of Technology - [SIT],Unknown,Unknown,7.3
Symbiosis University of Applied Sciences- [SUAS],Unknown,Unknown,7.7
THDC Institute of Hydro Power Engineering and Technology,Unknown,Unknown,6.7
TKM College of Engineering - [TKMCE],Unknown,Unknown,7.7
TKR College of Engineering and Technology - [TKRCET],Unknown,Unknown,8.5
Techno India University,Unknown,Unknown,8.8
Techno International New Town - [TINT],Unknown,Unknown,6.8
Techno Main Salt Lake,Unknown,Unknown,7.6
Technocrats Institute of Technology - [TIT] (Excellence),Unknown,Unknown,6.4
Technology Education and Research Integrated Institute - [TERII],Unknown,Unknown,8.3
Teerthanker Mahaveer University - [TMU],Unknown,Unknown,9.0
Terna Engineering College Navi Mumbai,Unknown,Unknown,7.8
Thadomal Shahani Engineering College - [TSEC],Unknown,Unknown,7.0
Thakur College of Engineering and Technology - [TCET],Unknown,Unknown,8.7
Thangal Kunju Musaliar Institute of Technology - [TKM],Unknown,Unknown,6.7
Thapar Institute of Engineering and Technology - [Thapar University],Unknown,Unknown,8.2
The LNM Institute of Information Technology - [LNMIIT],Unknown,Unknown,8.3
The National Institute of Engineering - [NIE],Unknown,Unknown,8.5
The Northcap University - [NCU],Unknown,Unknown,8.9
Thiagarajar College of Engineering - [TCE],Unknown,Unknown,9.1
Toc H Institute of Science and Technology - [TIST],Unknown,Unknown,8.9
Tolani Maritime Institute - [TMI],Unknown,Unknown,9.5
Trident Academy of Technology,Unknown,Unknown,10.0
Trinity College of Engineering and Research,Unknown,Unknown,6.8
Tripura Institute of Technology,Unknown,Unknown,8.0
Tula's Institute,Unknown,Unknown,8.9
UPL University of Sustainable Technology,Unknown,Unknown,8.7
UV Patel College of Engineering - [UVPCE],Unknown,Unknown,6.7
United College of Engineering & Research - [UCER],Unknown,Unknown,8.3
Universal College of Engineering,Unknown,Unknown,5.0
"University BDT College of Engineering, Visvesvaraya Technological University - [UBDTCE]",Unknown,Unknown,6.5
"University College of Engineering Panruti, Anna University - [UCEP]",Unknown,Unknown,10.0
"University College of Engineering and Technology, Vinoba Bhave University - [UCET]",Unknown,Unknown,7.0
"University College of Engineering, Anna University - [AUPKT]",Unknown,Unknown,8.2
"University College of Engineering, JNTUK",Unknown,Unknown,7.0
"University College of Engineering, Mahatma Gandhi University - [UCE]",Unknown,Unknown,8.9
University Institute of Engineering and Technology - [UIET],Unknown,Unknown,6.9
University Institute of Engineering and Technology -[UIET],Unknown,Unknown,7.4
"University Institute of Engineering and Technology, Maharshi Dayanand University - [UIET]",Unknown,Unknown,8.0
"University Institute of Engineering, Chandigarh University - [UIE]",Unknown,Unknown,7.3
"University Institute of Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya - [UIT- RGPV]",Unknown,Unknown,6.2
"University Institute of Technology, University Of Burdwan - [UIT]",Unknown,Unknown,7.7
"University School of Information, Communication  and Technology - [USICT]",Unknown,Unknown,8.3
University Visvesvaraya College of Engineering - [UVCE],Unknown,Unknown,8.2
University college of Engineering,Unknown,Unknown,8.0
University of Calcutta,Unknown,Unknown,7.7
University of Engineering and Management - [UEM],Unknown,Unknown,8.3
University of Kalyani,Unknown,Unknown,6.3
"University of Kerala, University College Of Engineering Kariavattom",Unknown,Unknown,8.2
University of Lucknow - [LU],Unknown,Unknown,6.7
University of Petroleum and Energy Studies - [UPES],Unknown,Unknown,8.4
Usha Mittal Institute of Technology - [UMIT],Unknown,Unknown,9.1
V.R.S College of Engineering and Technology -[VRSCET],Unknown,Unknown,7.5
VIT Bhopal University,Unknown,Unknown,8.4
VIT University - [VIT- AP],Unknown,Unknown,7.8
VSB Engineering College - [VSBEC],Unknown,Unknown,7.9
Vaagdevi College of Engineering  - [VCOE],Unknown,Unknown,7.9
Vaagdevi Engineering College - [VEC],Unknown,Unknown,8.1
Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],Unknown,Unknown,9.6
Vardhaman College of Engineering - [VCE],Unknown,Unknown,8.8
Varuvan Vadivelan Institute of Technology - [VVIT],Unknown,Unknown,8.3
Vasavi College of Engineering,Unknown,Unknown,8.3
Veer Surendra Sai University of Technology - [VSSUT],Unknown,Unknown,8.3
Veermata Jijabai Technological Institute - [VJTI],Unknown,Unknown,8.3
Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Unknown,Unknown,9.2
Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],Unknown,Unknown,8.1
Velagapudi Ramakrishna Siddhartha Engineering College - [VRSEC],Unknown,Unknown,9.1
Velammal College of Engineering and Technology - [VCET],Unknown,Unknown,7.2
Vellore Institute of Technology - [VIT University],Unknown,Unknown,8.3
Vellore Institute of Technology - [VIT],Unknown,Unknown,8.2
Vidya Academy of Science and Technology - [VAST],Unknown,Unknown,7.8
Vidya Jyothi Institute of Technology - [VJIT],Unknown,Unknown,8.0
Vidya Vikas Institute of Engineering and Technology - [VVIET],Unknown,Unknown,8.0
Vidyalankar Institute of Technology - [VIT],Unknown,Unknown,7.0
Vidyavardhaka College of Engineering - [VVCE],Unknown,Unknown,9.2
Vidyavardhini's College of Engineering and Technology - [VCET],Unknown,Unknown,8.7
Vignan Institute of Technology And Management,Unknown,Unknown,8.0
"Vignan's Foundation for Science, Technology, and Research",Unknown,Unknown,8.0
Vignan's Institute of Information Technology - [VIIT],Unknown,Unknown,8.5
Vignan's Lara Institute of Technology & Science - [VLITS],Unknown,Unknown,8.0
Vignana Bharathi Institute of Technology - [VBIT],Unknown,Unknown,8.6
Vikrant University,Unknown,Unknown,9.0
Vimal Jyothi Engineering College - [VJEC],Unknown,Unknown,7.7
Vishnu Institute of Technology - [VIT],Unknown,Unknown,8.0
Vishwakarma Government Engineering College - [VGEC],Unknown,Unknown,8.7
Vishwakarma Institute of Information Technology - [VIIT],Unknown,Unknown,8.1
Vishwakarma Institute of Technology,Unknown,Unknown,8.4
Vishwakarma University - [VU],Unknown,Unknown,7.7
Visvesvaraya National Institute of Technology - [VNIT],Unknown,Unknown,8.4
Visvodaya Engineering College,Unknown,Unknown,8.8
Viswajyothi College of Engineering and Technology - [VJCET],Unknown,Unknown,7.2
Viva Institute of Technology - [VIOT],Unknown,Unknown,6.8
Vivekanand Education Society Institute of Technology - [VESIT],Unknown,Unknown,8.9
Vivekananda College of Engineering & Technology - [VCET],Unknown,Unknown,8.8
Vivekananda Institute of Technology,Unknown,Unknown,7.7
Vivekananda Institute of Technology - [VIT],Unknown,Unknown,8.5
Vivekanandha College of Engineering for Women - [VCEW],Unknown,Unknown,8.4
Vivekanandha College of Technology for Women - [VCTW],Unknown,Unknown,9.8
Walchand College of Engineering - [WCE],Unknown,Unknown,8.8
Walchand Institute of Technology - [WIT],Unknown,Unknown,7.3
Warner College of Dairy Technology - [WCDT],Unknown,Unknown,8.8
XIM University,Unknown,Unknown,8.2
Xavier Institute of Engineering - [XIE],Unknown,Unknown,6.2
YMCA,Unknown,Unknown,9.7
Yeshwantrao Chavan College of Engineering - [YCCE],Unknown,Unknown,8.0
Zakir Hussain College of Engineering and Technology - [ZHCET],Unknown,Unknown,8.8
Zeal Education Society's Zeal College of Engineering and Research - [ZCOER],Unknown,Unknown,8.0
